DrugBank ID,Synonyms
,"['Interferon alfa-2b', 'Interferon alfa-2b (recombinant)', 'Interferon alfa-2b, recombinant', 'Interferon alpha-2B', 'Interferon α-2b', 'Intron (Interferon α2b)', 'Intron A', 'Intron A (Interferon α2b)', 'r-INF-alpha', 'rIFN-alpha-2b']"
,"['24-163 fibroblast growth factor 7 (human)', 'Palifermin', 'Palifermina']"
,"['Coagulation factor IX (recombinant)', 'Coagulation factor IX recombinant human', 'Coagulation factor IX, recombinant', 'Factor IX (Recombinant)', 'nonacog alfa', 'nonacog gamma', 'Recombinant factor IX']"
,"['Growth hormone', 'Growth hormone (human)', 'hGH', 'Human growth hormone', 'Recombinant human growth hormone', 'rhGH', 'Somatotropin (human)', 'Somatotropin human', 'Somatotropin human growth hormone', 'Somatropin', 'Somatropin (rDNA origin)', 'Somatropin (recombinant DNA origin)', 'Somatropin [rDNA origin]', 'Somatropin recombinant', 'Somatropin(recombinant DNA origin)', 'Somatropina']"
,"['Lipoprotein OspA antigen recombinant', 'Lipoprotein outer surface a borrelia burgdorferi antigen', 'OspA lipoprotein']"
,"['Coagulation factor VIIa', 'Coagulation factor VIIa (recombinant)', 'Coagulation factor VIIa (recombinant)-jncw', 'Eptacog alfa', 'Eptacog alfa (activated)', 'rFVIIa']"
,"['Clostridiopeptidase A', 'Clostridium histolyticum enzymes', 'Collagenase', 'Collagenase clostridium histolyticum', 'collagenase clostridium histolyticum-aaes']"
,['Abarelix']
,"['Recombinant Human Thyroid Stimulating Hormone', 'Recombinant thyrotropin alfa', 'rhTSH', 'rTSH', 'Thyrotropin alfa', 'Thyrotropin alpha']"
,"['Digitalis antitoxin', 'Digoxin Immune Fab, Ovine', 'Digoxin-specific Antibody Fragments', 'Ovine digoxin immune fab']"
,"['Rituximab', 'rituximab-abbs', 'rituximab-arrx', 'rituximab-pvvr']"
,"['Infliximab', 'Infliximab (genetical recombination)', 'Infliximab-abda', 'Infliximab-axxq', 'Infliximab-dyyb', 'Infliximab-qbtx']"
,"['Anti-alpha4 integrin', 'Anti-VLA4', 'IMMUNOGLOBULIN G4 (HUMAN-MOUSE MONOCLONAL AN100226 4-CHAIN ANTI-HUMAN INTEGRIN 4), DISULFIDE WITH HUMAN-MOUSE MONOCLONAL AN100226 LIGHT CHAIN, DIMER', 'IMMUNOGLOBULIN G4 (HUMAN-MOUSE MONOCLONAL AN100226 4-CHAIN ANTI-HUMAN INTEGRIN 4), DISULPHIDE WITH HUMAN-MOUSE MONOCLONAL AN100226 LIGHT CHAIN, DIMER', 'Natalizumab']"
,"['Interferon beta 1-a', 'Interferon beta 1a', 'Interferon beta-1a', 'Interferon beta-1a (recombinant human)', 'Interferon beta-1a (recombinant)', 'Interferon beta-1a,recombinant', 'Interferon beta, recombinant human', 'Interferon-beta-1a', 'SNG001']"
,"['Human menopausal gonadotrophin', 'Menotrophin', 'Menotropin', 'Menotropina', 'Menotropins (FSH;LH)']"
,"['(111In)-Capromab pendetide', 'Capromab pendetide', 'Indium (111In) capromab pendetide', 'Indium 111 Capromab Pendetide', 'Indium In 111 capromab pendetide']"
,"['Estreptoquinasa', 'Streptochinasi', 'Streptococcal fibrinolysin', 'Streptokinase', 'Streptokinasum']"
,"['Insulin glargine', 'Insulin glargine (rDNA origin)', 'Insulin glargine recombinant', 'insulin glargine-yfgn', 'Insulina glargina']"
,"['Deoxyribonuclease (human clone 18-1 protein moiety)', 'Dornasa alfa', 'Dornase alfa', 'Dornase alfa, recombinant', 'Dornase alpha', 'Recombinant deoxyribonuclease (DNAse)']"
,"['Ciclosporin', 'Ciclosporina', 'Ciclosporine', 'Ciclosporinum', 'CsA', 'CyA', 'Cyclosporin', 'Cyclosporin A', 'Cyclosporine']"
,"['alpha-L-Idosiduronase', 'Human Recombinant alpha-L-iduronidase', 'Laronidasa', 'Laronidase', 'Laronidase (genetical recombination)']"
,"['Eptifibatida', 'Eptifibatide', 'Integrelin', 'Intrifiban']"
,"['Goserelin', 'Goserelina']"
,"['IL-11', 'Interleukin 11', 'Interleukin-11', 'Oprelvekin', 'Recombinant interleukin-11']"
,"['Glucagon', 'Glucagon (recombinant dna origin)', 'Glucagon recombinant', 'Glucagon, human', 'Glucagon, porcine', 'Glucagone', 'Glucagonum']"
,"['Imiglucerasa', 'Imiglucerase']"
,"['Adalimumab', 'Adalimumab (genetical recombination)', 'adalimumab-adaz', 'adalimumab-adbm', 'adalimumab-afzb', 'adalimumab-atto', 'adalimumab-bwwd', 'adalimumab-fkjp']"
,"['Octreotida', 'Octreotide', 'Octreotidum', 'Octrotide']"
,"['.Alpha.-1 protease inhibitor', '.Alpha.1-proteinase inhibitor human', '122320-05-2', 'Alfa 1-proteinase inhibitor (human)', 'Alfa-1-antitripsina', 'Alfa1 antitrypsin', 'Alpha 1-antitrypsin', 'Alpha 1-Proteinase Inhibitor', 'Alpha 1-proteinase inhibitor (human)', 'Alpha 1-proteinase inhibitor human', 'Alpha 1-proteinase inhibitor, human', 'Alpha-1 protease inhibitor', 'Alpha-1 proteinase inhibitor (human)', 'Alpha-1-antiproteinase', 'Alpha-1-antitrypsin', 'Alpha-1-proteinase Inhibitor (human)', 'Alpha-1-proteinase inhibitor human', 'Alpha-1-proteinase Inhibitor, Human', 'Alpha-1-proteinase inhibitor,human', 'Alpha1-proteinase Inhibitor', 'Alpha1-proteinase inhibitor (human)', 'Alpha1-proteinase inhibitor human', 'Antileukoproteinase', 'API', 'Mucus proteinase inhibitor', 'Protease inhibitor wap4', 'Recombinant secretory leucocyte protease inhibitor', 'Recombinant secretory leukocyte protease inhibitor', 'Secretory leukocyte protease inhibitor (human)', 'SLPI', 'Wap four-disulfide core domain protein 4']"
,['Sermorelin']
,"['Granulocyte colony-stimulating factor pegfilgrastim', 'peg-filgrastim', 'Pegfilgrastim', 'pegfilgrastim-apgf', 'pegfilgrastim-bmez', 'pegfilgrastim-cbqv', 'pegfilgrastim-jmdb']"
,"['IL-11', 'Interleukin 11', 'Interleukin-11', 'Oprelvekin', 'Recombinant interleukin-11']"
,"['Infliximab', 'Infliximab (genetical recombination)', 'Infliximab-abda', 'Infliximab-axxq', 'Infliximab-dyyb', 'Infliximab-qbtx']"
,"['Insulin lispro', 'Insulin lispro (genetical recombination)', 'Insulin lispro (rDNA origin)', 'Insulin lispro protamine', 'Insulin lispro protamine recombinant', 'Insulin lispro recombinant', 'insulin lispro-aabc', 'Insulin,lispro,human/rDNA', 'Insulin,lispro,protamine/rDNA', 'Insulina lispro']"
,"['IFN Alfacon-1', 'IFN-Con1', 'Interferon alfacon-1']"
,"['Infliximab', 'Infliximab (genetical recombination)', 'Infliximab-abda', 'Infliximab-axxq', 'Infliximab-dyyb', 'Infliximab-qbtx']"
,"['Granulocyte colony-stimulating factor pegfilgrastim', 'peg-filgrastim', 'Pegfilgrastim', 'pegfilgrastim-apgf', 'pegfilgrastim-bmez', 'pegfilgrastim-cbqv', 'pegfilgrastim-jmdb']"
,"['Becaplermin', 'PDGF-2', 'PDGF-BB', 'PDGFB', 'Platelet-derived growth factor BB, recombinant', 'Platelet-derived growth factor beta polypeptide', 'Recombinant platelet-derived growth factor BB', 'rhPDGF-BB', 'rPDGF-BB', 'SH-POLYPEPTIDE-59']"
,"['Cetuximab', 'Cétuximab', 'Cetuximabum']"
,"['(111In)-Capromab pendetide', 'Capromab pendetide', 'Indium (111In) capromab pendetide', 'Indium 111 Capromab Pendetide', 'Indium In 111 capromab pendetide']"
,"['Eptifibatida', 'Eptifibatide', 'Integrelin', 'Intrifiban']"
,"['Goserelin', 'Goserelina']"
,"['Pancrealipase', 'Pancreatic extract pancrelipase', 'Pancreatic protease', 'Pancreatin', 'Pancreatinum', 'Pancrelipase', 'Pancrelipase (amylase;lipase;protease)']"
,"['[Leu1, Thr2]-63-desulfohirudin', 'Desulfatohirudin', 'Hirudin variant-1', 'Lepirudin', 'Lepirudin recombinant', 'R-hirudin']"
,"['Adalimumab', 'Adalimumab (genetical recombination)', 'adalimumab-adaz', 'adalimumab-adbm', 'adalimumab-afzb', 'adalimumab-atto', 'adalimumab-bwwd', 'adalimumab-fkjp']"
,['Pegvisomant']
,"['IFN-gamma 1b', 'IFN-gamma-1b', 'Interferon gamma 1-b', 'Interferon gamma-1b', 'Interferon gamma-1b, recombinant', 'Interferon gamma-2a']"
,"['Peg-asparaginase', 'Peg/L-asparaginase', 'Pegaspargasa', 'Pegaspargase']"
,"['Anakinra', 'IL-1RA', 'Interleukin-1 receptor antagonist anakinra']"
,"['Daptomicina', 'Daptomycin', 'Daptomycine', 'Daptomycinum']"
,"['Eptifibatida', 'Eptifibatide', 'Integrelin', 'Intrifiban']"
,"['Anti-alpha4 integrin', 'Anti-VLA4', 'IMMUNOGLOBULIN G4 (HUMAN-MOUSE MONOCLONAL AN100226 4-CHAIN ANTI-HUMAN INTEGRIN 4), DISULFIDE WITH HUMAN-MOUSE MONOCLONAL AN100226 LIGHT CHAIN, DIMER', 'IMMUNOGLOBULIN G4 (HUMAN-MOUSE MONOCLONAL AN100226 4-CHAIN ANTI-HUMAN INTEGRIN 4), DISULPHIDE WITH HUMAN-MOUSE MONOCLONAL AN100226 LIGHT CHAIN, DIMER', 'Natalizumab']"
,"['IFN-gamma 1b', 'IFN-gamma-1b', 'Interferon gamma 1-b', 'Interferon gamma-1b', 'Interferon gamma-1b, recombinant', 'Interferon gamma-2a']"
,"['Follitropin human', 'Urofollitrophin', 'Urofollitropin']"
,"['High molecular weight insulin human', 'Human insulin', 'human insulin (rDNA)', 'Insulin (human)', 'Insulin human', 'Insulin human [rDNA origin]', 'Insulin Human Regular', 'Insulin human regular (rDNA)', 'Insulin human, rDNA origin', 'Insulin recombinant human', 'Insulin recombinant purified human', 'Insulin regular', 'Insulin, human', 'Insulina regular', 'Neutral insulin', 'Regular Insulin, human', 'Soluble insulin']"
,"['Antihemophilic factor (recombinant)', 'Antihemophilic factor recombinant', 'Antihemophilic factor, human recombinant', 'Antihemophilic factor, recombinant', 'Coagulation factor VIII, recombinant', 'Factor VIII (rDNA)', 'Factor VIII (Recombinant)', 'Factor VIII recombin', 'Factor VIII, recombinant', 'Human Factor VIII (Recombinant)', 'Human factor VIII recombinant', 'Octocog alfa', 'rAHF', 'Recombinant antihemophilic factor VIII']"
,"['Deoxyribonuclease (human clone 18-1 protein moiety)', 'Dornasa alfa', 'Dornase alfa', 'Dornase alfa, recombinant', 'Dornase alpha', 'Recombinant deoxyribonuclease (DNAse)']"
,"['Leuprorelin', 'Leuprorelina', 'Leuproreline', 'Leuprorelinum']"
,"['Alteplasa', 'Alteplase', 'Alteplase (genetical recombination)', 'Alteplase, recombinant', 'Alteplase,recombinant', 'Plasminogen activator (human tissue-type protein moiety)', 'rt-PA', 't-PA', 't-plasminogen activator', 'Tissue plasminogen activator', 'Tissue plasminogen activator alteplase', 'Tissue plasminogen activator, recombinant', 'tPA']"
,"['[Leu1, Thr2]-63-desulfohirudin', 'Desulfatohirudin', 'Hirudin variant-1', 'Lepirudin', 'Lepirudin recombinant', 'R-hirudin']"
,"['Cetrorelix', 'Cetrorelixum']"
,"['IFN-gamma 1b', 'IFN-gamma-1b', 'Interferon gamma 1-b', 'Interferon gamma-1b', 'Interferon gamma-1b, recombinant', 'Interferon gamma-2a']"
,"['Interferon beta 1-a', 'Interferon beta 1a', 'Interferon beta-1a', 'Interferon beta-1a (recombinant human)', 'Interferon beta-1a (recombinant)', 'Interferon beta-1a,recombinant', 'Interferon beta, recombinant human', 'Interferon-beta-1a', 'SNG001']"
,"['Recombinant human granulocyte-macrophage colony stimulating factor', 'rGM-CSF', 'rHu GM-CSF', 'Sargramostim']"
,['Abarelix']
,"['Anti-human thymocyte immunoglobulin, rabbit', 'Anti-T-lymphocyte immune globulin, rabbit', 'Anti-thymocyte globulin (rabbit)', 'Anti-thymocyte globulin rabbit', 'Antithymocyte immunoglobulin', 'Lapine T-lymphocyte immune globulin', 'Rabbit anti-human thymocyte globulin', 'Rabbit anti-human thymocyte globulin (rATG)', 'Rabbit anti-human thymocyte immunoglobulin', 'Rabbit anti-thymocyte immunoglobulin', 'Rabbit antithymocyte globulin', 'Rabbit ATG', 'rATG', 'Thymoglobulin', 'Thymoglobuline']"
,"['Leuprorelin', 'Leuprorelina', 'Leuproreline', 'Leuprorelinum']"
,"['Insulin (pork)', 'Insulin porcine', 'Insulin purified porcine', 'Insulin purified pork', 'Insulin, porcine', 'Insulin, regular, pork', 'Porcine insulin']"
,"['Hyaluronidase (glycoprotein, sheep testis isoenzyme)', 'Hyaluronidase (ovine)', 'Hyaluronidase (sheep testis isoenzyme)', 'Hyaluronidase, ovine', 'Ovine hyaluronidase']"
,"['Ciclosporin', 'Ciclosporina', 'Ciclosporine', 'Ciclosporinum', 'CsA', 'CyA', 'Cyclosporin', 'Cyclosporin A', 'Cyclosporine']"
,"['Agalsidasa beta', 'Agalsidase beta', 'Agalsidase beta (genetical recombination)']"
,"['Anti-human thymocyte immunoglobulin, rabbit', 'Anti-T-lymphocyte immune globulin, rabbit', 'Anti-thymocyte globulin (rabbit)', 'Anti-thymocyte globulin rabbit', 'Antithymocyte immunoglobulin', 'Lapine T-lymphocyte immune globulin', 'Rabbit anti-human thymocyte globulin', 'Rabbit anti-human thymocyte globulin (rATG)', 'Rabbit anti-human thymocyte immunoglobulin', 'Rabbit anti-thymocyte immunoglobulin', 'Rabbit antithymocyte globulin', 'Rabbit ATG', 'rATG', 'Thymoglobulin', 'Thymoglobuline']"
,"['Eptifibatida', 'Eptifibatide', 'Integrelin', 'Intrifiban']"
,"['Cetrorelix', 'Cetrorelixum']"
,"['Insulin lispro', 'Insulin lispro (genetical recombination)', 'Insulin lispro (rDNA origin)', 'Insulin lispro protamine', 'Insulin lispro protamine recombinant', 'Insulin lispro recombinant', 'insulin lispro-aabc', 'Insulin,lispro,human/rDNA', 'Insulin,lispro,protamine/rDNA', 'Insulina lispro']"
,"['IL-11', 'Interleukin 11', 'Interleukin-11', 'Oprelvekin', 'Recombinant interleukin-11']"
,"['Anti-human thymocyte immunoglobulin, rabbit', 'Anti-T-lymphocyte immune globulin, rabbit', 'Anti-thymocyte globulin (rabbit)', 'Anti-thymocyte globulin rabbit', 'Antithymocyte immunoglobulin', 'Lapine T-lymphocyte immune globulin', 'Rabbit anti-human thymocyte globulin', 'Rabbit anti-human thymocyte globulin (rATG)', 'Rabbit anti-human thymocyte immunoglobulin', 'Rabbit anti-thymocyte immunoglobulin', 'Rabbit antithymocyte globulin', 'Rabbit ATG', 'rATG', 'Thymoglobulin', 'Thymoglobuline']"
,"['Becaplermin', 'PDGF-2', 'PDGF-BB', 'PDGFB', 'Platelet-derived growth factor BB, recombinant', 'Platelet-derived growth factor beta polypeptide', 'Recombinant platelet-derived growth factor BB', 'rhPDGF-BB', 'rPDGF-BB', 'SH-POLYPEPTIDE-59']"
,"['Lutropin alfa', 'Lutropin alpha', 'Lutropina alfa']"
,"['Follitropin human', 'Urofollitrophin', 'Urofollitropin']"
,"['2-(L-phenylalanine)-8-L-lysinevasopressin', 'Felipresina', 'Felypressin', 'Felypressine', 'Felypressinum', 'PLV-2']"
,"['Darbepoetin', 'Darbepoetin alfa', 'Darbepoetin alfa,recombinant', 'Darbepoetina alfa']"
,"['RHUMAB HER2', 'Trastuzumab', 'trastuzumab-anns', 'trastuzumab-dkst', 'trastuzumab-dttb', 'trastuzumab-pkrb', 'trastuzumab-qyyp']"
,"['Deoxyribonuclease (human clone 18-1 protein moiety)', 'Dornasa alfa', 'Dornase alfa', 'Dornase alfa, recombinant', 'Dornase alpha', 'Recombinant deoxyribonuclease (DNAse)']"
,"['Anti-alpha4 integrin', 'Anti-VLA4', 'IMMUNOGLOBULIN G4 (HUMAN-MOUSE MONOCLONAL AN100226 4-CHAIN ANTI-HUMAN INTEGRIN 4), DISULFIDE WITH HUMAN-MOUSE MONOCLONAL AN100226 LIGHT CHAIN, DIMER', 'IMMUNOGLOBULIN G4 (HUMAN-MOUSE MONOCLONAL AN100226 4-CHAIN ANTI-HUMAN INTEGRIN 4), DISULPHIDE WITH HUMAN-MOUSE MONOCLONAL AN100226 LIGHT CHAIN, DIMER', 'Natalizumab']"
,"['[Leu1, Thr2]-63-desulfohirudin', 'Desulfatohirudin', 'Hirudin variant-1', 'Lepirudin', 'Lepirudin recombinant', 'R-hirudin']"
,"['Anti-alpha4 integrin', 'Anti-VLA4', 'IMMUNOGLOBULIN G4 (HUMAN-MOUSE MONOCLONAL AN100226 4-CHAIN ANTI-HUMAN INTEGRIN 4), DISULFIDE WITH HUMAN-MOUSE MONOCLONAL AN100226 LIGHT CHAIN, DIMER', 'IMMUNOGLOBULIN G4 (HUMAN-MOUSE MONOCLONAL AN100226 4-CHAIN ANTI-HUMAN INTEGRIN 4), DISULPHIDE WITH HUMAN-MOUSE MONOCLONAL AN100226 LIGHT CHAIN, DIMER', 'Natalizumab']"
,['Sermorelin']
,"['Daptomicina', 'Daptomycin', 'Daptomycine', 'Daptomycinum']"
,"['Rasburicasa', 'Rasburicase', 'Recombinant urate oxidase', 'Urate oxidase']"
,"['Pancrealipase', 'Pancreatic extract pancrelipase', 'Pancreatic protease', 'Pancreatin', 'Pancreatinum', 'Pancrelipase', 'Pancrelipase (amylase;lipase;protease)']"
,"['Bivalirudin', 'Bivalirudina', 'Bivalirudinum']"
,"['Infliximab', 'Infliximab (genetical recombination)', 'Infliximab-abda', 'Infliximab-axxq', 'Infliximab-dyyb', 'Infliximab-qbtx']"
,"['Ciclosporin', 'Ciclosporina', 'Ciclosporine', 'Ciclosporinum', 'CsA', 'CyA', 'Cyclosporin', 'Cyclosporin A', 'Cyclosporine']"
,"['Recombinant human granulocyte-macrophage colony stimulating factor', 'rGM-CSF', 'rHu GM-CSF', 'Sargramostim']"
,"['Hyaluronidase (glycoprotein, sheep testis isoenzyme)', 'Hyaluronidase (ovine)', 'Hyaluronidase (sheep testis isoenzyme)', 'Hyaluronidase, ovine', 'Ovine hyaluronidase']"
,"['Estreptoquinasa', 'Streptochinasi', 'Streptococcal fibrinolysin', 'Streptokinase', 'Streptokinasum']"
,['Tositumomab']
,"['Pancrealipase', 'Pancreatic extract pancrelipase', 'Pancreatic protease', 'Pancreatin', 'Pancreatinum', 'Pancrelipase', 'Pancrelipase (amylase;lipase;protease)']"
,"['Antihemophilic factor (recombinant)', 'Antihemophilic factor recombinant', 'Antihemophilic factor, human recombinant', 'Antihemophilic factor, recombinant', 'Coagulation factor VIII, recombinant', 'Factor VIII (rDNA)', 'Factor VIII (Recombinant)', 'Factor VIII recombin', 'Factor VIII, recombinant', 'Human Factor VIII (Recombinant)', 'Human factor VIII recombinant', 'Octocog alfa', 'rAHF', 'Recombinant antihemophilic factor VIII']"
,"['IL-11', 'Interleukin 11', 'Interleukin-11', 'Oprelvekin', 'Recombinant interleukin-11']"
,"['Choriogonadotropin alfa', 'Choriogonadotropin alpha', 'Chorionic gonadotropin (recombinant)']"
,"['Tenecteplasa', 'Tenecteplase', 'TNK-tPA']"
,"['PEG-IFN alfa-2A', 'PEG-Interferon alfa-2A', 'Peginterferon alfa-2a', 'Pegylated Interfeaon alfa-2A', 'Pegylated interferon alfa-2a', 'Pegylated interferon alpha-2a', 'Pegylated-interferon alfa 2a']"
,"['Pancrealipase', 'Pancreatic extract pancrelipase', 'Pancreatic protease', 'Pancreatin', 'Pancreatinum', 'Pancrelipase', 'Pancrelipase (amylase;lipase;protease)']"
,"['Asparaginase', 'Asparaginase (E. coli)', 'Colaspase', 'Escherichia coli L-asparaginase', 'L-asparaginase', 'L-asparagine amidohydrolase']"
,"['Granulocyte colony-stimulating factor pegfilgrastim', 'peg-filgrastim', 'Pegfilgrastim', 'pegfilgrastim-apgf', 'pegfilgrastim-bmez', 'pegfilgrastim-cbqv', 'pegfilgrastim-jmdb']"
,"['125-L-serine-2-133-interleukin 2 (human reduced)', 'Aldesleukin', 'Aldesleukina', 'ILT-101', 'ILT101', 'Interleukin-2 aldesleukin', 'Interleukin-2(2-133),125-ser', 'Recombinant human interleukin-2', 'Recombinant interleukin-2 human']"
,"['Anakinra', 'IL-1RA', 'Interleukin-1 receptor antagonist anakinra']"
,['Sermorelin']
,['Basiliximab']
,"['Lutropin alfa', 'Lutropin alpha', 'Lutropina alfa']"
,"['Tenecteplasa', 'Tenecteplase', 'TNK-tPA']"
,['Tositumomab']
,"['Insulin glargine', 'Insulin glargine (rDNA origin)', 'Insulin glargine recombinant', 'insulin glargine-yfgn', 'Insulina glargina']"
,"['Kinase (enzyme-activating), uro-urokinase', 'TCUK', 'Tissue culture urokinase', 'Two-chain urokinase', 'Urochinasi', 'Urokinase', 'Urokinasum', 'Uroquinasa']"
,"['Bacillus brevis gramicidin D', 'Gramicidin', 'Gramicidin A', 'Gramicidin B', 'Gramicidin C', 'Gramicidina', 'Gramicidine']"
,"['Interferon alfa-n1', 'Interferon alpha-n1 (INS)', 'WELL-FERON', 'WELLFERON']"
,"['2-(L-phenylalanine)-8-L-lysinevasopressin', 'Felipresina', 'Felypressin', 'Felypressine', 'Felypressinum', 'PLV-2']"
,"['24-163 fibroblast growth factor 7 (human)', 'Palifermin', 'Palifermina']"
,"['Octreotida', 'Octreotide', 'Octreotidum', 'Octrotide']"
,"['Abciximab', 'Abciximab (genetical recombination)', 'c7E3']"
,"['Interferon alfa-n1', 'Interferon alpha-n1 (INS)', 'WELL-FERON', 'WELLFERON']"
,['Gemtuzumab ozogamicin']
,['Abarelix']
,"['Agalsidasa beta', 'Agalsidase beta', 'Agalsidase beta (genetical recombination)']"
,"['Oxitocina', 'Oxytocin']"
,"['Lutropin alfa', 'Lutropin alpha', 'Lutropina alfa']"
,"['Follitropin human', 'Urofollitrophin', 'Urofollitropin']"
,['Peginterferon alfa-2b']
,"['Daptomicina', 'Daptomycin', 'Daptomycine', 'Daptomycinum']"
,['Alemtuzumab']
,"['Calcitonin (Salmon Synthetic)', 'Calcitonin salmon', 'Calcitonin salmon recombinant', 'Calcitonin-salmon', 'Calcitonin, salmon', 'Calcitonina salmón sintética', 'Recombinant salmon calcitonin', 'Salmon calcitonin']"
,"['Leuprorelin', 'Leuprorelina', 'Leuproreline', 'Leuprorelinum']"
,['Omalizumab']
,"['Alteplasa', 'Alteplase', 'Alteplase (genetical recombination)', 'Alteplase, recombinant', 'Alteplase,recombinant', 'Plasminogen activator (human tissue-type protein moiety)', 'rt-PA', 't-PA', 't-plasminogen activator', 'Tissue plasminogen activator', 'Tissue plasminogen activator alteplase', 'Tissue plasminogen activator, recombinant', 'tPA']"
,"['Daptomicina', 'Daptomycin', 'Daptomycine', 'Daptomycinum']"
,"['Interferon beta 1b (recombinant)', 'Interferon beta-1b', 'Interferon beta-1b,recombinant', 'Interferon-beta-1b', 'Recombinant interferon beta-1b']"
,"['AbobotulinumtoxinA', 'Botulinum A neurotoxin', 'Botulinum antitoxin type A', 'Botulinum toxin A', 'Botulinum toxin type A', 'BTX-A', 'EvabotulinumtoxinA', 'IncobotulinumtoxinA', 'OnabotulinumtoxinA', 'Prabotulinumtoxin A', 'Toxina botulínica A', 'Toxine botulinique A']"
,"['Granulocyte colony-stimulating factor pegfilgrastim', 'peg-filgrastim', 'Pegfilgrastim', 'pegfilgrastim-apgf', 'pegfilgrastim-bmez', 'pegfilgrastim-cbqv', 'pegfilgrastim-jmdb']"
